"","text"
"735","Kenapa saldo Gopay saya dibilang gak cukup terus ya? Sudah 3 hari begini. @gopayindonesia @gojekindonesia @gojekpromo https://t.co/x9VlnToSuS"
"736","@gopayiindonesia Saya sudah DM dan saya sudah email bukti top uppTolong ya diselesaikan dengan segera . Payah banget cara menyelesaikannya customer harus menunggu lama @gopayindonesia #gopay #gojek"
"737","@gopayindonesia katanya gratis ongkir? https://t.co/F6UuNlsuYR"
"738","tadi belanja di @alfamart dan pembayaran pake @gopayindonesia, beli produk yg promo gantung ko ga dpt cashback 15rb ya, di keterangan min.pembelian 30rb cashback 15rb https://t.co/8YE0YWtjGO"
"739","Halo @gojekindonesia @gopayindonesia. Kalo saya ingin komplain terkait cashback gopay saya sebaiknya kemana ya? Sudah 1 minggu tidak direspon. Terima kasih."
"740","@gopayindonesia untuk withdraw gopay butuh waktu berapa lama ya? Dari minggu, 24-02-2019, jam 16an belum masuk2 dananya ke rekening
@YLKI_ID"
"741","@gopayindonesia @YLKI_ID Ok, sebaiknya diinfokan ke customer ketika akan melakukan penarikan. Trims"
"742","@gopayindonesia Min, saya belanja pake @gopayindonesia Kok ga dpt CB 10% ya?<U+0001F62F>"
"743","@sahabatalfamart @gopayindonesia sudah ditelpon malah ga lewat dm lagi"
"744","@gopayindonesia cek dm ka"
"745","ko gopay @gopayindonesia ku belum di refund ya, padahal udah tangani sama @sahabatalfamart  dari hari jumat"
"746","@alfamidi_ku @gopayindonesia Udah saya DM... tapi jangan sampe nelpon cmn nyuruh ceritain kronologisnya lagi sama kirim bukti screenshoot.... Udah berkali kali diceritain dikirimin  bosen ngirimnya"
"747","@gopayindonesia @alfamidi_ku udah lapor berkali2 via telpon &amp; email tapi ga ada progress atau konfirmasi apa2 lagi.. tiap dikontak balik lagi diawal suruh menceritakan kronologi dan kirim bukti (Udah 5x, ngabisin pulsa doang)... tapi Saldonya masih belom balik udah 2 minggu."
"748","Rasakan sensasi pedas dari beragam sajian kuliner terbaik di Pedes Sedep Festival, mulai dari tanggal 27 Februari - 3 Maret 2019 di Main Atrium - Emporium Mall Pluit.  Dapatkan cashback sebesar 30% dari @gopayindonesia (maksimal cashback Rp 10.000). https://t.co/JOVK4i8lqj"
"749","@gopayindonesia mau tanya min, kalau transfer dari gopay ke Ovo apakah bisa ? Dan apa kodenya ya"
"750","@gojekindonesia @gopayindonesia dari jam 11 tadi isi pulsa,pulsa ga masuk tapi saldo go pay terpotong!?di buat lagi proses tapi ga tau prosesnya sampe kapan? https://t.co/6Mmk0f1XEp"
"751","@gopayindonesia Yeaii!! <U+0001F483><U+0001F3FB><U+0001F483><U+0001F3FB> https://t.co/WSDZS8MeC2"
"752","Disaat gaji belum masuk dan listriknya udaa teriak2. Datanglah sang penyelamat dompet <U+0001F481><U+0001F3FB><U+200D><U+2640><U+FE0F><U+0001F481><U+0001F3FB><U+200D><U+2640><U+FE0F> Thank you Sdr. Aji Mumpung S. IP <U+0001F60D><U+0001F60D> mayan cashbacknya buat beli cimol <U+0001F483><U+0001F3FB><U+0001F483><U+0001F3FB> @gojekindonesia @gopayindonesia https://t.co/8x5r4UmgEt"
"753","@AriSofyan46 @danamon @gopayindonesia Sampai kapan ya bisa dpt cashbacknya ..mau top up juga <U+0001F601>"
"754","@gopayindonesia Aku belanja di alfamart hari ini pake GoPay ko blm dapet cashbacknya ya <U+0001F605>"
"755","@gopayindonesia Min, ini kenapa ndak bisa ya? https://t.co/fUBsGzev6p"
"756","Sebenernya GOPAY itu cara ngucapinnya @gopayindonesia"
"757","@sahabatalfamart Transaksi @gopayindonesia saya dipotong tapi kata kasir blm masuk, padahal di saldo saya terpotong dan ada historynya... akhirnya barangnya diambil lagi dan saldo saya ilang.... ini gimana ya???"
"758","@sahabatalfamart @gopayindonesia Sdh saya DM ya min, harap ditindak lanjuti. Terimakasih"
"759","@gojekindonesia @gopayindonesia Tarik tunai di pertanggal 22 februari masih blm diproses min? Saldo sudah berkurang soalnya https://t.co/0avVMpRrct"
"760","@gopayindonesia @gopayindonesia harus nunggu lagi 2 hari? Oh jadi tarik tunai memang lama?"
"761","@gopayindonesia tarik tunai prosesnya berapa lama? Saldo digopay udah berkurang tapi blm masuk juga?"
"762","@gopayindonesia Masuk ke rekening saya nunggu 2 hari, kalau gagal bakal balik lagi gak saldonya?"
"763","@gopayindonesia @gopayindonesia Tarik tunai di pertanggal 22 februari masih blm diproses min? Saldo sudah berkurang soalnya https://t.co/WCHmbW7hfv"
"764","@gojekindonesia @gopayindonesia Hei saya coba belanja pakai Gopay di MOR, tapi salah pin mulu (I'm sure gw ga salah pin) jdnya pakai cash padahal dah repot2 isi Gopay. Kenapa ini?"
"765","Pagi ini dah dibuat bete gara2 salah pin yang sebenarnya enggak salah. Hmm @gopayindonesia"
"766","dpt voucher @alfamart sama @alfamidi_ku yg @15k dari @gojekindonesia krn kmrn belanja dialfamrt pakai @gopayindonesia . .
Td coba blanja di alfmidi pake vocer itu tp kok yg ada cm dpt cashback bbrp persen, bukan cashback 100% max 15k.. Pas blanja di alfa bner tuh cashback nya 15k https://t.co/AYIpA205xX"
"767","@gopayindonesia ini maksudnya apa y,blm dibuka udah habis vouchernya.apa harus beli dulu??udah bela2in dipantengin smpe jam 00.00 udah habis.gilaaaa.g faham cara kerjanya https://t.co/QcnSe9U3EG"
"768","@arifauzis @gopayindonesia Halo Family Midi, mohon maaf atas ketidaknyamanannya. Mohon infokan nomor telepon lewat DM, agar kami dapat meneruskannya ke pihak terkait. Terimakasih *MT"
"769","Ingin menyisihkan donasi buat kukang (bisa via @gopayindonesia) langsung ke sini aja yak https://t.co/z38zTlcNqO"
"770","Mulai besok, siap2 nih bakal rebutan tiket kereta lebaran. Sebelum rebutan, siapin dulu alat tempurnya <U+0001F604>

cc @KAI121 @bukalapak @gojekindonesia @gopayindonesia

#2019AjiMumpung #PromoGOJEKBeragam https://t.co/pWR2V3wQDN"
"771","@gopayindonesia saya barusan isi pulsa lewat gopay tp salah satu nomor dan tulisannya 'dalam proses'. kira kira bisa di refund ga? soalnya kan pulsanya ga masuk ke nomer siapa siapa."
"772","@gopayindonesia min kenapa go pulsanya ngak bisa ya? Error terus. Terima kasih"
"773","@gopayindonesia @PakAjiMumpung Saya sdh ikut program ini, tp kok cashback alfamart blm msk ya, pdhal dah lbh dari 2x24 jam"
"774","@gopayindonesia @PakAjiMumpung Yg voc. Gopulsa jg tdk bisa dipakai."
"775","Ternyata kalau kita bayar pakai @gopayindonesia malah dianggap orang tak mampu. Dibilang takut mahal. Tolong di tindak lanjuti dong @gojekindonesia https://t.co/skiSmur5gg"
"776","@gopayindonesia @PakAjiMumpung Eh serius lhoo, promo gopay ok2 banget. Kemaren ke @C_CityMall belanja pake gopay semua daaan dapet cash back donkk <U+0001F60D><U+0001F60D><U+0001F60D> *happy emak2"
"777","@gojekindonesia @gopayindonesia @alfamart @alfamidi_ku mana yang benar DISKON 30% JSM maksimal Rp10.000 / diskon hanya 10% saja???kok kenyataan berbeda di ALFAMART Padahal saya transaksi di hari tanggal 22/2/2019 sesuai jadwal promo GOPAY 22-24 februari 2019 https://t.co/mmXMHmeJSV"
"778","Thanks @danamon .. 
Akhirnyaaa depeet jugaa cashback 50% top up @gopayindonesia via aplikasi Dbank .. https://t.co/hckPslu4KY"
"779","Bisa cek DM @gopayindonesia @gojekindonesia"
"780","@gopayindonesia @PakAjiMumpung AKU SEDIH GA DAPET PROMO GOCAR:("
"781","@gopayindonesia @PakAjiMumpung Min saya pake promo ini tapi kok gak dapet vouchernya ya?"
"782","@gopayindonesia Hallo Ijin Bertanya Bagaimana prosedur jika ingin melakukan kerjasama sponsorship dgn Go-Pay dalam Event Nasional kampus kami untuk meningkatkan SDM di bidang pasar modal.  Seluruh informasi acara akan dijelaskan pada proposal. terimakasih"
"783","Cek di Aplikasi Gojek. Promo Go-Deals. Bayar pake @gopayindonesia @BurgerKing_ID <U+0001F917> . https://t.co/UKuVIi5TsA"
"784","@gopayindonesia kemarin saya coba transaksi di alfamart ternyata cashbacknya tidak 30% seperti yang dipromokan resmi oleh gojek.. Cashback yang saya terima hanya 10%.. Mohon konfirmasi dan pertanggungjawabannya.."
"785","@gopayindonesia Sengkyu min, <U+0001F44D>"
"786","@gopayindonesia min gopay pin tadi salah 3 kali trus ane reset, abis reset belum bisa digunain, harus nunggu berapa jam biar bisa digunain?"
"787","@alfamart @gopayindonesia Kirain berlaku juga huhu tau gitu belanja di alfamidi akutu. Thanks infonya min <U+0001F64F><U+0001F3FB>"
"788","@alfamart @gopayindonesia Iya, ralat diskonnya cuma 10%. Yang dibeli produk jsm"
"789","@gopayindonesia katanya weekend akhir bulan belanja di @alfamart pakai gopay dapat cashback 30%. Nyatanya cuma 1% doang huhu sedi akutu <U+0001F62D> https://t.co/iH9ljVVfaZ"
"790","@alfamart @gopayindonesia udah DM"
"791","kemarin tertipu @gojekindonesia pas pesan gofood bayar pake @gopayindonesia katanya gratis ongkos kirim, pas pesan makanan, eh malah muncul delivery fee. hari ini ketipu lagi, bayar @alfamart pake @gopayindonesia saldo terpotong, tp status gagal. payah, kapok @gojekindonesia"
"792","bayar pake @gopayindonesia di @alfamart transaksi gagal, tp saldo terpotong. payah.
siapa yang mau balikin dana gue"
"793","@alfamart @gojekindonesia @gopayindonesia udah DM"
"794","Yum ikutan giveaway kita di instagram @gcrcloud Siapa tau kamu jadi jadi salah satu pemenang hadiah saldo @gopayindonesia dari kami <U+0001F642> 
.
#gcrcloud #gcrcloudid #gcrloudindonesia #itsolutions #giveaway #quiz #kompetisi #repost #comment #kuis #infokuis #infogiveaway https://t.co/7rNKdIbBC0"
"795","@gopayindonesia min pembayaran BPJSKes via GoBills sedang error kah? Saya drtd mau bayar, keterangannya selalu failed inquiry ID pelanggan. Padahal saya pakai history sebelumnya loh hmmm <U+0001F614>"
"796","@linkaja Makin yakin dengan @ovo_id dan @gopayindonesia. 
#ERRORAJA"
"797","@gopayindonesia @PakAjiMumpung Kak mau tanya saya hari ini trx voucher aji mumpung kok malah dapet cashbask jsm 10% dari alfamart, cashback yang rp 15.000 belum dapet dan saya cek voucher masih ada."
"798","@CeuAryani @linkaja @Telkomsel Iya saya juga sama full service berubah ke basic lagi<U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F><U+0001F926><U+0001F3FB><U+200D><U+2642><U+FE0F>Hadeuh min payah tolong kalau belum siap sistem ya jangan migrasi dulu ke @linkaja jadi kacau neh TCASH<U+0001F44E><U+0001F3FB>@Telkomsel gimana mau saingan sama @ovo_id  dan @gopayindonesia  kalau sistem ancur begini"
"799","@gopayindonesia halo gopay saya terpotong 81 ribu, padahal trip sudah saya cancel. mohon bantuan https://t.co/wbHNqeFXjs"
"800","Baik @ovo_id dan @gopayindonesia keduanya sama belum bisa melakukan transaksi dengan NFC... Padahal kalo aktif bisa dibilang keduanya adalah raja urusan pembayaran digital."
"801","@gopayindonesia ini isi pulsa tuker voucher tp gagal malah voucher nya ilang? Gimana ya? https://t.co/XknoS2Zypd"
"802","@linkaja kalau mau cepat jadi Unicorn dan ngalahin @gopayindonesia @GrabID harus secepatnya integrasi dengan @CommuterLine &amp; @transjkt dan mendorong pembayaran Tunjungan BUMN, Kementerian &amp; PNS Perkotaan sebagian kecil melalui @linkaja
Gak perlu ikut PRICEWAR, dijamin MENANG! <U+0001F601>"
"803","[Persaingan @gopayindonesia &amp; @ovo_id ]
Sebelumnya 2 hari yang lalu aku sudah pernah ngopi disini, alasan milih disini karena cashback 40% go-pay, dan malam ini kembali, karena tau masih ada promo yg sama, tapi aku batal pakai Go-Pay karena tawaran ovo lebih menarik, yaitu 60% https://t.co/mbysUl2vNo"
"804","@gopayindonesia tadi saya belanja menggunakan voucher alfamidi 15 ribu, tapi yang kepotong kok saldo utama go pay saya min?"
"805","@gopayindonesia halo, saya mau lapor, Saya baru aja makan di Fish Treat Bandung, dan saya mau bayar pakai gopay, namun mereka menolak dengan alasan ada minimum bill 100 rb.. sedangkan tagihan saya 80rb, padahal di syarat ketentuan tidak ada minimun pembayaran.. bagaimana ini ??"
"806","@linkaja Parah banget, kalau belum siap migrasi sistem gak usah maksain, login aja bertele2 pake acara PIN salah, Hallo!!! PIN Tcash sy catat jadi tato di jidat gak mungkin salah, produk BUMN gini kok mau bersaing sama @gopayindonesia dan @ovo_id Jelas Kalah saing CUY!!!"
"807","@gopayindonesia cek dm, thanks"
"808","Cc @gopayindonesia pernah masalah jg sama gopay dan responnya lama https://t.co/gzr0Q6xern"
"809","@_HauraKhansa @gopayindonesia Ghoib <U+0001F602>"
"810","@sylviavndty @gopayindonesia Paling besok ada responnya ,coba dm aja"
"811","@_boodeng @gopayindonesia aku malah dibilang ga ada yg kepotong karena di history gopaynya ga ada, pdhl kuingat betul tbtb gopay aku 0 saldonya dari 15rb -,-"
"812","@gopayindonesia Bagaimana kita tahu kalau kita masih masuk kuota 10.000 orang pertama min.? Apa ada notifikasi pas diakhir pembayaran di aplikasi Gojek.?"
"813","@PakAjiMumpung @alfamart @gopayindonesia @Indomaret @ovo_id Hidup rakyat aji mumpung sungguh sejahtera memiliki pemimpin yang sangat pengertian seperti bapak, we love u pak #2019AjiMumpung"
"814","@_boodeng @gopayindonesia Rugi banget ini yang cancel siapa yang dirugikan siapa"
"815","@bilifinme @gopayindonesia Bang,Nomor QR,di mimpi brpa?hehe"
"816","@ovo_id
 
@gopayindonesia
 kalian masih yg terbaik. 
@linkaja
 
@Telkomsel
 ??? Belum apa2 udah loyo
#BeresTanpaCash"
"817","@ovo_id @gopayindonesia kalian masih yg terbaik. @linkaja @Telkomsel ??? Belum apa2 udah loyo"
"818","Cukup scan QR code yang tertera di bawah ini atau QR code yang berada di konter Dompet Dhuafa. Mudah kan ? Yuk, jadilah bagian dari kekuatan mereka yang membutuhkan @gopayindonesia https://t.co/THAovNNPQf"
"819","Mau zakat ke Dompet Dhuafa gak usah ribet-ribet. Buka di gadget bayar pake GO-PAY klik &gt;&gt; https://t.co/eSiqL3fF2C @bawaberkahorg @gopayindonesia https://t.co/6VhuttC4PC"
"820","@gopayindonesia hari ini topup 100, kepake 82.500 dan cashback 16.500. Hrsnya saldo msh nyisa 34000 dgn sisa saldo saya sblm topup adalah 6500. Total ada 40.500. Saya tarik ke bank mandiri saya 35.000 dgn biaya 2.500 sisa 3.000. Tp sampai saat ini 35.000 saya tdk masuk ke rek. https://t.co/cX7wAiqqdN"
"821","@gopayindonesia gopay cukup, knp dibilang g cukup https://t.co/f8DFupHLGz"
"822","@gojekindonesia @gopayindonesia plisss gojek,  aku udh top up gopay tapi ga masuk masuk.  Huhuhu.  Anak kosannnnn niiiihhhhhhhh tuluuuunggggg"
"823","Marketingnya S4 di Havard. Mau kah @gopayindonesia dan @ovo_id menerima proposal dari @kredivo ???? https://t.co/vm4VaO1IL4"
"824","@gopayindonesia halo, saya barusan topup gopay dgn OneKlik BCA sebesar 500rb, tapi saldo tidak masuk.
- Mutasi rekening bank menunjukkan sudah berhasil top up.
- Ada notif di aplikasi kalau uang akan di-refund.

Bgmana proses refund nya ya? Mhn responnya. https://t.co/ezFLiqJEOo https://t.co/2RD2CMdqz7"
"825","@kredivo @ovo_id @gopayindonesia Yampun, marketingnya keren sih. <U+0001F602><U+0001F602><U+0001F602><U+0001F602>"
"826","@dienadyanthy @gojekindonesia @gopayindonesia Kak, kalo twitter nya diprotect mungkin gojeknya gabisa baca mention kakak hehe"
"827","@amandavenska2 @gopayindonesia Wah, ternyata banyak.. kirain cuma saya sendiri.."
"828","@NengpuputSR @amandavenska2 @gopayindonesia Iya nih kak.. biasanya ga gini.."
"829","@fajar_madden @amandavenska2 @gopayindonesia saldo ga masuk juga ya? berarti emang hari ini banyak ya yg ngalamin?"
"830","@gopayindonesia kenapa saldo gopay saya belum masuk padahal status transaksi di klik bca sudah berhasil? saya sudah kirim tiket no: 07803846
belum ditanggapi https://t.co/NvIgQ51y7Y"
"831","@gopayindonesia @gojekindonesia selamat sore. min, saya udah complain dari tgl 4. udah saya kirim bukti screenshot dll (NO LAPORAN 07363451) tp responnya gini terus. ini adminnya robot ya? https://t.co/8CgcpoaIMi"
"832","Gara-gara Kantin Filsafat Plaza BI UGM bisa bayar pake @gopayindonesia jadi gabisa berenti makan, sial."
"833","@gojekindonesia saya coba bayar dg @gopayindonesia di outlet ini ternyata blm bisa. Mhn di-update datanya. https://t.co/Z9Ap3f9Etq"
"834","@kredivo @ovo_id @gopayindonesia Ada aja alasan buat gestun"
"835","@gopayindonesia Sore min, saya melakukan penarikan 40000rb kok di riwayat tidak ada kode dan prosesnya, sebelumnya terima kasih"
"836","@msyahbandi1 @gopayindonesia [2] 1. Nomor HP,
2. Detail lokasi,
3. Jaringan yang digunakan,
4. Sejak kapan kendala dialami? Tks. -Deris https://t.co/TQOtR8EsXb"
"837","@ibugurumidori @gopayindonesia [2]3. Tempat dan tanggal lahir,
4. Capture keterangan gagal,
5. Tipe HP. Tks :) -Biant
https://t.co/TQOtR8EsXb"
"838","@gopayindonesia mau bayar tagihan @Telkomsel pake gopay tapi kok gak bisa ya??"
"839","@kredivo @ovo_id @gopayindonesia @NaraSaputra colek"
"840","@gopayindonesia saya isi saldo gopay dari mbca gamasuk2 neh padahal udah kepotong uangnya gmn ya"
"841","Ayolah @gopayindonesia @gojekindonesia ini banyak yang top up gopay tapi saldo ga masuk-masuk mohon segera perbaiki"
"842","@gopayindonesia Sudah. Mohon segera ditanggapi n di perbaiki karena banyak yang saldonya gamasuk juga"
"843","@gopayindonesia ini msk ke rekg saya kapan? Ini saya merchant gopay kok transaksi nya org bayar ga masuk2 rekg yg sebelumnya juga blm masuk. https://t.co/JlJZVhnWW5"
"844","@kredivo @ovo_id @gopayindonesia Ini penting banget. Realisasikan!"
"845","@kredivo @ovo_id @gopayindonesia Udh di like TB, tinggal tunggu follow up nya aja berarti."
"846","@kredivo @ovo_id @gopayindonesia Mantap ........ Yg penting tetep admin 0% kalo 30 hari"
"847","@gopayindonesia bayar tagihan BPJS di GOBILLS status di JKN masih di terima bank terus saya jadi ada tagihan lg di JKN bagaimana ini ?"
"848","@gopayindonesia min, kemaren saya topup gopay dari mobile bca, tapi sampai sekarang kok belum masuk ya?"
"849","@AzizApit @gopayindonesia cobain piz, buat bayar blue screen windowsss <U+0001F923>"
"850","@yesferdinand @gopayindonesia gopay payday.....hiyaaaaaaa!"
"851","@gopayindonesia mohon bantuan saya kmren top up gopay via mobile banking BCA dan sampai saat ini saldo tidak bertambah."
"852","Beli tiket @KAI121 pakai @linkaja dari kemarin gagal terus, tlg kasih opsi bayar pake @HaloBCA atau @gopayindonesia @ovo_id"
"853","@gopayindonesia info promony bgini https://t.co/iwSClyQvCE tp gk bs d pk huftt.."
"854","@gopayindonesia 
Marchcgv bs d pk gk min d gotix?"
"855","@muhimuzakki @gopayindonesia hhhhha sialan gue ngakak."
"856","@muhimuzakki @gopayindonesia How are we friends again?"
"857","@toni_setark @gopayindonesia Baik, Sahabat. :) ^ad"
"858","@mr_bonbon_2404 @gopayindonesia Silahkan cek pesan dari kami ya, Sahabat. :) ^ds"
"859","@mr_bonbon_2404 @gopayindonesia Halo Sahabat, mohon maaf atas ketidaknyamanan yang dirasakan. Untuk lebih lanjut, silahkan kirimkan data diri, no. hp serta detail keluhan melalui DM ya. :) ^ds"
"860","@mr_bonbon_2404 @gojekindonesia @gopayindonesia @MediaKonsumenID Mohon maaf Sahabat atas ketidaknyamanannya, silakan dapat mengirimkan detail keluhan melalui dm ya, agar bisa kami bantuk tindak lanjuti :) ^ak"
"861","@Lizz4181 @gopayindonesia @gojekindonesia Mohon maaf Sahabat atas ketidaknyamanannya, silakan dapat mengirimkan detail keluhan melalui inbox ya :) ^ak"
"862","@anindagav @gopayindonesia Mohon maaf Sahabat atas ketidaknyamanannya, silakan dapat mengirimkan detail keluhan melalui dm ya :) ^ak"
"863","@samuelchrstns @gojekindonesia @gopayindonesia Untuk info lengkap terkait promonya bisa dilihat disini ya https://t.co/hKOvz0kNkQ, Sahabat :) ^ak"
"864","@mr_bonbon_2404 @gojekindonesia @gopayindonesia @MediaKonsumenID Mohon ditunggu respon dari e-mail yah, Sahabat. :) ^ad"
"865","@toni_setark @gopayindonesia Mohon maaf bisa diinfokan Alfamart mana, Sahabat? :) ^ad"
"866","@gopayindonesia @LawsonIndonesia kmrn saya jajan di lawson blm masuk cashbacknya.. teman"" yg lain pun begitu :( https://t.co/3ajs5JZPkn"
"867","Ini DM saya diread aja kemarin pas ditanya lagi DM nya hilang? Tolong bisa dijelaskan @gopayindonesia ? Pelayanan nya buruk ya? Gopay saya gak masuk loh tapi atm saya berkurang. Tolong lah ditanggapin jangan buat naik pitam gitu."
"868","Hai @alfamart kapan saldo @gopayindonesia saya dikembalikan? Sahabat RISKA sudah kirim email dan menelpon saya dijanjikan 7hari kerja sejak 24 feb. Tapi sampai skrg belum juga.
apakah bisa dikembalikan via uang tunai atau transfer bank?"
"869","Hai @gojekindonesia saya gagal menyimpan kartu debit @BankBCA @XpresiBCA untuk oneklik topup @gopayindonesia apakah bisa di bantu? https://t.co/qVQUeZqRsD"
"870","Ini driver @gojekindonesia ga mau menyelesaikan pekerjaan, malah minta konsumen yg cancel pekerjaan. Saya bayar pake @gopayindonesia pesen @GOFOODpartners https://t.co/gsIBAHMiDi"
"871","@alfamart @gopayindonesia Done"
"872","@alfamart @gojekindonesia @gopayindonesia @MediaKonsumenID Saya sudah DM, sudah pula kirim email ke Riska, tp belum ada respon"
"873","@alfamart Terus pengembalian saldo @gopayindonesia saya kira-kira kapan ya? Udah lebih dari 7 hari kerja nih min"
"874","Alhamdulillah saldo gopay ku sudah kembali

Terimakasih untuk pihak dan+dan
Pihak gojek dan tentunya pihak gopay
Yang sudah koperatif dan cepat tanggap dalam melayani komplen<U+0001F60A> Semoga semakin sukses
@gopayindonesia @gojekindonesia https://t.co/f5TAPHUi41"
"875","@kredivo @ovo_id @gopayindonesia susah daftar nya di tolak melulu"
"876","@gopayindonesia min, saya kok ga bisa topup via jenius e-wallet ya?"
"877","@gopayindonesia min isi gopay via driver kok ga bisa trs sih? Saya dr beberapa hari yg lalu masalah, tadi katanya ada gangguan"
"878","@gopayindonesia gimana min? Emang top up go pay via driver lg bermasalah ya? Kok susah bgt ya?"
"879","@gopayindonesia Min gimana? Saya sdh kirim email kesitu gagal. Alamat email yg bener apa?"
"880","@gopayindonesia Saya sudah kirim email tapi tdk terkirim, tadi saya top up di dandan ga bisa jg, emang lg bermasalah ya?"
"881","perlu banget ya nunjukin S&amp;K yg berlaku di aplikasi utk proses pembayaran dgn @gopayindonesia di @JcoIndonesia?
lah gopay disamain dgn cc &amp; debit, segala dibilang min 30k, ditunjukin minimal Rp100 yg tertera di aplikasi baru diem tp JUTEK BGT, nyebelin... <U+0001F624><U+0001F92C>"
"882","@nuri931114 @gopayindonesia Selamat Malam Ibu Nuri informasi apa yang dapat kami bantu ? :) Tks ^Redo"
"883","@nuri931114 @gopayindonesia Kami infokan Ibu Nuri jika lakukan pergantian kartu ATM maka tidak berpengaruh terhadap akun Onekliknya ya. :) Tks ^Redo"
"884","@nuri931114 @gopayindonesia Mhn menunggu dengan senang hati kami segera merespon mention Bpk/Ibu. Tks :)
 ^Redo"
"885","@kredivo @ovo_id @gopayindonesia Knp susah buat buka aplikasi min"
"886","@gopayindonesia min. Kalau kartu atm ganti, oneklik di gopaynya berpengaruh kah? Karena nomor kartu jd berubah."
"887","@gopayindonesia @HaloBCA berpengaruh kah case di atas?"
"888","@HaloBCA @gopayindonesia Kalau kartu ATM ganti. Oneklik di gojek utk gopay, apakah berpengaruh? Harus daftar oneklik lagi atau tdk perlu?"
"889","@kredivo @ovo_id @gopayindonesia Asikkkkk terimakasih kredivo"
"890","@gopayindonesia min, transfer gopay user ke user bisa gak sih?"
"891","@kredivo @ovo_id @gopayindonesia Mantep juga nih"
"892","@gopayindonesia min, beberapa hari lalu, tepatnya tgl 7maret saya memesan gotix, tp gagal lalu gopay saya terpotong. Sampai sekarang gopaynya lagi proses. Ini gimana ya min?"
"893","Sebenarnya @gopayindonesia @gojekindonesia ini niat memproses dokumen yang sudah saya berikan ngga sih? Saya udah lama bangeeeeett lho, mau upgrade, kirain udah di approve, ternyata kayak gini. Gak profesional ini namanya. <U+0001F612> https://t.co/0u9CmAUdUt"
"894","@arioadimas @gopayindonesia Ovo trus update ke ovo primer. Karena bisa transfer ke smua bank tanpa kena biaya 6500
Karena 6500 dua kali aja bisa jadi makan siang"
"895","Jajan di kantor sekarang bisa Pake @gopayindonesia. Dapet cashback 20% lagi. Lumayan heeee.. Tapi sehari, satu kali transaksi dan maksimal 15.000 fufufu.. https://t.co/fQUIbN7MK6"
"896","@yanismulyani @gopayindonesia Hahaha iya nih.. Di dompet sekarang cuma struk2nya doang <U+0001F602>"
"897","@jemangggg @gopayindonesia Uangmu dimana2 ya di gopay, dana, ovo"
"898","After four phone calls, three complaint number and almost a month of my time waiting, finally my gopay still not topped up to this day. Just what should i do? @gopayindonesia"
"899","@gopayindonesia min pls help. Saya tarik gopay saya ke rekening saya, terhitung sejak tgl 8 maret tapi sampai sekarang masih dlm proses terus. saya sudah kirim email berkali-kali. Mohon bantuannya yah"
"900","@gopayindonesia vocher gagal di redeem di alfa. Ada 3 vocher. https://t.co/Z9zpy2FdPu"
"901","@gopayindonesia kenapa mau tuker vocher go deals tressmme shampoo di Alfamart. Keterangan Kodenya sudah berakhir?
Di vocher sampe tgl.14? https://t.co/dDTuU961mq"
"902","@gopayindonesia Sudah dr kmrn"" kirim email tapi belum ada feedback? https://t.co/A26TaYBTJ9"
"903","@kredivo @ovo_id @gopayindonesia Mudah”an digubris.. amiiiinn"
"904","@gopayindonesia ini kenapa ya min kok gabisa dibeli pulsanya padahal saldoku cukup? https://t.co/GwB7w1jYXb"
"905","@jnbdstrsn @kredivo @ovo_id @gopayindonesia link aja jg mantap min"
"906","@JDid @csjd_id pembayaran transaksi via @gopayindonesia kenapa tidak bisa, ? https://t.co/FnvTQiTPdK"
"907","@gopayindonesia sudah, tapi masih belum masuk, makanya saya coba laporan disini barangkali bisa mempercepat proses nya"
"908","@gopayindonesia selamat siang, saya topup saldo via setor tunai belum masuk, mohon bantuan nya"
"909","@ppaaww @gopayindonesia hahaha kan TnC berlaku kak"
"910","wah @gopayindonesia jawara uang elektronik. kalau kalian pakai apa? https://t.co/8UYeYCXrhK"
"911","@gopayindonesia saya top up gopay via ibanking bca,,, saldo bca sdh terpotong tp gopay tdk masuk,,, mohon penjelasan nya.."
"912","@baguswahyuntoro @linkaja @ovo_id @gopayindonesia @danawallet Selamat siang, mohon maaf atas ketidak nyamanannya. Kami akan segera sampaikan kepada pihak terkait agar dapat ditindak lanjuti. Terima kasih"
"913","@arioadimas @gopayindonesia Gopay tapi sering ada tulisan cashback 30% padahal yg di cashback maksimal 10rb"
"914","@gopayindonesia hai halo min, apakabarmu? 
Aku mau tanya promo gopay payday yg cashback 50% max 20rb itu, kok cashback ku ga masuk ya?"
"915","@kredivo @ovo_id @gopayindonesia @ovo_id
@gopayindonesia"
"916","@gopayindonesia @LawsonIndonesia Produk original lawson itu kaya apa(?)"
"917","@gopayindonesia @LawsonIndonesia Oden termasuk gak?"
"918","@gopayindonesia @LawsonIndonesia Terima kasih"
"919","@gopayindonesia cek inbox. Ada keluhan yg mau saya sampaikan. Thanks."
"920","@AdonRomdoni @kredivo @ovo_id @gopayindonesia Amin.. hehehrrr"
"921","@gopayindonesia dari tanggal 1 kemarin gak bisa bayar tagihan pascabayar kartu Halo ya? Jadi abu2 gitu.

Masih masalah atau memang sudah gak bisa dipakai? https://t.co/DZSaSzDHVx"
"922","@kredivo @ovo_id @gopayindonesia Satuju.. kapan ni"
